"RegionID","RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
3101,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,95700,94500,93700,93100,93000,93100,92800,92500,92400,92500,92700,92900,93100,93500,93600,93600,94000,95000,96100,97200,98400,99500,100700,101900,103000,104000,105000,106000,106800,107700,108800,109300,109300,109200,109400,110000,111100,112300,113000,113700,114000,114400,115700,117500,118900,120100,121400,122400,123400,124800,126400,127900,129600,130600,131400,132700,134600,136600,138700,140500,141600,142200,143200,144700,146100,147500,148500,149400,151300,154000,156500,159000,161700,164100,166300,168500,170800,173400,176100,179600,183300,186800,189900,193600,197300,200700,203900,207600,212100,217500,223200,228700,233600,238800,244600,251000,258600,267700,276700,284500,291600,297100,301500,305400,309500,313600,317800,322000,326600,332100,338700,345900,352400,358800,365100,370900,375000,377100,378600,380900,382500,384000,386600,389300,390800,391700,391800,390800,389100,388100,388000,388000,387300,386100,384000,381000,378000,375000,372600,370000,365600,360200,355000,349000,341700,334000,326200,318300,311400,306500,302200,298700,294500,289800,285300,282100,278800,275100,271000,268200,266800,265500,263500,260600,261800,265600,267200,265400,263900,262200,261200,260600,259600,258300,257000,255600,254900,254500,253200,250200,248200,246600,244700,242000,239500,235900,233200,231900,230400,228600,227500,227500,227900,229800,232400,234500,235300,236700,239200,243400,247700,251400,256400,263800,271300,277300,283300,289900,296700,302500,307300,310000,309900,309100,310000,312300,314400,317100,319500,321200,322500,324900,326800,328900,330200,332000,334100,337300,340000,342300,343800,345800,347900,350800,354100,357500,360100,362800,365500,368700,371900,374700,377100,379300,381600,384600,388000,391100,393600,395500,398200,401400,403300,405000,407400,410200,414200,418400
139,"Cook","IL","Chicago","17","031",2,90200,90000,89400,89000,89100,89200,89000,89200,89600,90000,90400,91000,91200,91300,91800,92400,93000,93500,94200,94700,95000,95400,96000,96500,96900,97400,98000,99000,100300,101600,102700,103500,103800,104300,105400,106600,107600,108500,109500,110500,111700,112900,114400,116200,117800,119300,121000,123000,125200,127100,129200,130900,131900,133000,134400,135900,137600,139500,140800,142200,144000,146100,148200,149900,151200,152600,154200,155900,157900,159500,160400,161200,161800,162100,162300,162600,163500,164300,165400,166700,167500,168100,169400,170800,172200,174200,176200,177700,178700,179200,178800,178000,177600,177700,178200,178700,179600,180000,180100,180600,181600,182800,183700,184600,185700,187000,188300,189600,190600,191400,192000,192600,193100,193500,194200,195500,196900,198200,198900,199100,199500,200200,200700,201100,201200,201400,201800,201900,201600,202000,202600,202800,202400,201800,201300,201200,201100,200800,201100,201600,202000,202100,201600,200200,198700,197500,196300,194800,194100,193600,192500,190700,187900,184200,181100,178900,176400,174300,173400,172700,171800,170800,170100,169500,168700,168000,167500,166500,165400,164200,162800,160700,158700,157400,155800,153500,151300,150300,149900,148800,146900,145000,142700,140200,138300,136100,133500,132200,132500,131900,130500,129900,130400,130100,129600,129700,130200,130200,130100,130500,131000,131400,131700,133100,135000,137500,140400,142900,144300,145900,147700,148800,149300,150000,150900,151300,151300,151500,151800,152300,153500,154800,155800,156500,156200,155200,154800,155500,156600,157200,157200,157400,157700,157700,157600,158000,158300,158700,159400,160500,162000,163200,165000,166900,167300,166900,167600,168400,169500,170800,171600,171400,171200,171600,172000,171800,171600,171900
2402,"Maricopa","AZ","Phoenix","04","013",3,59800,59900,60000,60200,60500,60900,61200,61400,61600,61900,62200,62300,62400,62700,63400,63900,64200,64700,65500,66100,66700,67300,67800,68400,68800,69100,69900,70700,70800,70600,70600,70800,71200,72000,72700,72700,72900,73500,73800,73700,73500,73600,74000,74300,74700,75000,75400,75800,76500,77100,77200,77300,77800,78100,78100,78500,79000,79500,80100,80600,80800,80900,81000,81400,82000,82600,83000,83500,84000,84400,84800,85000,84900,85100,85500,85900,86100,86600,87000,87200,87500,88000,88300,88200,88400,88500,88800,89100,89600,90300,91200,91900,92600,92900,93700,94900,96000,97100,97800,98800,100400,102200,103600,105000,106700,109100,112300,116700,121400,125900,131200,136900,141300,145000,149100,153400,156500,157800,158500,159400,160500,161100,161600,161700,161800,162200,162800,163100,163400,163700,163400,162400,161600,161100,160200,159000,157900,156900,156200,155600,154300,152000,149000,146100,143600,141400,138800,136500,134200,132100,130100,127900,126400,126000,124900,122600,120200,118300,116100,113400,110400,107600,104200,100400,96900,94400,92600,90500,87800,85200,83500,82500,80600,77700,74500,71900,70700,70400,70200,69500,68500,67300,65900,63900,63400,63200,64200,64900,64300,62700,62900,64100,65400,66300,67800,69700,71400,73200,74600,75500,77000,78600,79100,79700,81700,84200,84900,85400,86600,88200,89800,91600,92800,93500,93700,93400,92800,92200,92600,93400,93400,92900,92500,93100,94800,96200,96800,97600,98400,99500,100300,101000,101500,102700,104100,105100,105700,106500,106700,107200,107600,107800,108000,108600,108800,109600,110700,112000,112900,113500,113800,114400,115000,116100,117800,119200,120300,121400
2841,"San Diego","CA","San Diego","06","073",4,78500,78900,79200,79800,79900,79400,79200,79200,79200,79600,80100,79800,79400,79800,80400,81100,82300,83600,84500,85100,85000,84500,84400,84500,84600,85300,86200,87200,88700,90300,91900,93700,95400,96500,97500,98700,99900,100700,102100,103900,104900,105700,106900,108100,109500,112000,115000,117800,120200,122700,124500,126100,127800,130000,132000,134500,137100,139100,141100,143200,144700,146000,147900,149700,151000,152500,154800,157500,160800,165100,168900,172100,175300,178400,181100,183600,185800,188700,192900,196500,198600,200900,204200,206500,208900,212900,217800,221600,226000,230500,234600,239200,245400,252000,258800,267300,275700,280900,284700,289300,294200,298600,302400,304900,306400,307200,307900,309200,310600,312400,313400,315200,317900,319300,317900,316200,314800,313800,312800,311400,309700,307600,304200,299900,296500,294000,291900,290500,288200,284800,282300,280600,278500,276700,275300,274000,271300,267800,264900,262900,260200,256300,250600,243600,237600,234000,232400,229900,226300,222500,219300,215300,211800,209400,207400,204800,202000,198300,194800,193000,191800,189700,188100,188000,189600,191000,190100,189000,190300,191600,191000,190300,190500,189100,186200,184200,183300,182000,181500,180400,177600,174700,172600,169600,167700,168600,168500,165500,162900,162800,163300,164200,164800,165000,166000,168100,170000,172200,176000,180000,182100,183500,187000,193400,201400,209700,217100,222800,226800,231200,236100,239100,240300,241400,242800,242900,242300,242200,242700,243400,243700,243500,244100,245500,246100,246100,246800,247900,248700,250700,253700,257200,260700,263200,264300,266500,269200,272000,274900,277600,278700,278900,279100,280100,281600,284100,288500,294600,301100,305500,308500,311300,313900,315800,318100,320300,321900,323100
1286,"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106000,107100,107700,108500,110400,112200,112900,112300,111500,111400,112100,113100,114000,115000,116300,117400,118400,119500,121200,123000,124600,126200,128000,129900,131900,133800,136000,138600,140900,143000,144800,145800,146800,148700,151600,154400,156900,159600,162700,164900,165900,166700,168600,171500,173700,176600,179700,182200,185100,189300,192900,196200,199400,202700,206300,209800,213500,218000,223800,230100,236100,241000,245500,251400,259800,270300,281000,290500,299000,305900,310300,312600,313200,313000,313600,315500,318000,320600,323600,327200,331200,334300,337400,341600,345600,348500,351600,354400,355600,355600,355100,354600,354300,353600,351800,350000,348800,347400,346100,344500,342100,339500,337400,334000,329900,326500,323300,319800,316100,311700,307400,303000,297300,291100,285100,278900,272900,267500,263100,259000,255300,249600,241700,234100,228400,223400,219300,215800,213200,211300,209200,207100,205800,206600,207800,208800,210400,211800,210600,208800,207500,205500,203300,202900,203000,203000,202400,200200,196600,193600,190700,187800,184600,181600,179700,178100,176100,174700,175000,175900,176100,176000,177300,179300,180800,182500,184900,186700,187700,190000,194700,201400,209800,218700,226700,233600,239800,246500,253300,258600,262500,264800,264800,264200,265200,266100,267000,268600,270800,273200,275000,275600,277000,278800,279800,281000,282000,282500,283000,284000,286200,288300,290300,293700,298100,299800,300000,300600,301300,302000,304500,308300,311100,311200,311500,314000,316300,318200,321500,323800,323400,324000,325900,329000,333700,339200,342900
581,"Kings","NY","New York","36","047",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361800,362600,361400,359000,359300,363400,362700,357600,355700,357900,358100,357900,358500,360900,365400,369200,369500,367500,361600,354600,353700,357300,359000,358300,358600,362400,367900,373000,377200,380500,379600,378200,378500,381300,385500,392100,398100,403700,410800,421400,430000,432200,429800,428900,430400,436600,444300,452500,460400,468000,472000,473400,475200,480000,482800,485500,489900,496900,503200,509300,518100,527700,534900,543900,554200,561100,566800,573100,574800,575400,577500,579200,576400,572500,570400,575000,587800,604100,616800,623700,629500,638700,651600,671300,694600,721900,747700,766400
2964,"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",7,59000,58800,58600,58600,58600,58500,58700,58600,58500,58700,58800,58800,58700,58700,59200,59900,60500,60500,60200,59900,60100,60700,61500,61500,61800,62600,62900,62500,62400,62700,63100,63700,63800,63600,63600,64700,65400,65700,65500,65300,65000,65300,65700,66200,66900,67900,68400,68600,68900,69100,69200,69700,70500,71000,71400,72300,73200,73800,74800,75900,77000,78100,79500,80700,81900,83500,85400,86900,88400,90200,91600,92400,93000,93700,94800,96300,98000,100000,102100,103900,105300,106000,106700,108400,110600,112700,115100,117400,119300,120600,121900,123200,124600,126400,128700,131100,133400,136100,139000,142200,145700,148800,151400,154600,158300,162400,166900,171800,176400,181000,186000,191600,197000,201600,205800,209400,212300,214800,217400,220000,222700,224700,225700,225700,224400,223100,222700,222900,222900,223000,223800,224200,223500,221600,220100,218900,217500,215300,213500,211200,207800,203900,199900,195200,189700,183900,179000,175200,170900,166000,161600,156800,151300,146200,141600,137100,132700,128600,124500,120300,117200,114900,112400,109800,109500,109800,107700,104300,103300,104000,103400,100900,99200,99000,98100,97600,96700,95400,95100,95700,95400,94700,94000,93800,94000,94400,95100,95100,95200,96500,97900,99400,100900,103100,106500,110000,112200,113300,114300,116600,119500,121500,123200,126000,129200,131500,133500,135900,138200,140300,142700,144900,146600,148400,150500,152300,153600,154300,155200,156500,158200,159400,160600,162000,163100,164000,165100,166200,166600,166200,165900,166000,166500,167800,170200,172300,173300,173400,174200,175400,176700,177200,176900,177300,178600,179100,178800,179000,178900,178500,178100,178000,177700,177800,179000,180300,180600,180600
978,"Dallas","TX","Dallas-Fort Worth","48","113",8,,,,,,,,,,,47400,47400,47100,46900,46500,45900,45400,44800,44600,44400,44600,44700,44900,45100,45200,45400,45900,46400,46600,46300,45900,45900,46200,46700,47400,48200,49900,51600,53100,53600,53900,53900,54000,54200,54500,54700,54700,54400,54100,53600,53400,53300,53600,53900,54000,54000,53800,53800,53900,53900,53900,54000,54000,54000,54000,54300,54700,55100,55300,55300,55300,55300,55300,55300,55100,55300,55700,56300,56800,57200,57700,58200,58900,59600,60000,60200,60400,60900,61100,61100,61000,61100,61100,61300,61500,61900,62500,63200,63800,64300,64700,65000,65200,65200,65500,65700,66200,66500,66800,66900,67200,67400,67600,67900,68300,68500,68600,68600,68900,68900,69000,68900,69000,69300,69800,70300,70600,70900,71000,71000,71200,71600,71700,71600,71300,71300,71400,71600,71800,72000,72100,72000,71200,70100,69000,68300,67900,67400,67200,67100,67300,67700,68000,68500,69000,69500,69800,69900,70100,69900,69200,68300,67900,68100,68300,67500,66500,65700,65600,65600,65600,65700,65700,65200,63900,62600,61900,61800,61800,61400,60900,60700,60800,61000,60900,60800,60400,60100,60000,60000,60000,60300,60600,60500,60300,59600,59100,58500,58700,59000,60100,60900,61500,62200,62500,63000,62900,63100,63200,63300,63700,63700,63900,64200,64400,64700,64500,64300,64200,64700,65600,66300,67300,68200,69800,73000,76400,79800,82300,84000,84700,85900,87200,89700,91600,92400,92300,92600,94400,97000,99900,101900,103800,106400,110100,115600,121900,125700,126500,124900,123300,122600,124400,128200,133800,137400,139500,140900
1347,"Queens","NY","New York","36","081",9,194900,196200,197500,198200,195200,191700,188400,188000,188800,189800,191100,192400,195500,197000,197500,197000,198200,199300,200400,199800,200400,202900,206000,208900,210700,212600,214100,214700,216400,218300,220100,221900,222500,224200,224800,226600,227900,228300,230000,230400,231300,231800,235100,240300,246700,252700,257500,260500,263400,266000,269900,273700,279100,284300,289000,290800,289500,289300,292300,298400,305300,310400,313800,314800,314800,315100,314600,315100,316700,319700,322800,325700,328500,329900,330500,330700,331200,331800,332900,335300,338600,343300,347400,351200,353600,355000,355600,357800,361000,362500,365100,369700,379800,390400,395700,399400,398500,401800,402200,406500,407200,408900,404200,389300,366000,335000,308000,281600,259700,241500,229500,221900,214100,206400,202100,203100,206700,212100,217400,221700,228000,231600,234400,232500,230300,229500,228400,226300,222100,219600,219000,218300,216500,213600,212000,209100,207600,205000,203400,203600,205500,210900,216800,223000,227300,228000,227200,223500,222800,223700,227200,230700,234900,241500,248700,255500,259500,263000,266500,270700,273300,273800,272500,273400,275100,264900,252500,239800,240100,243600,247600,251400,252600,253400,252300,250300,246800,244900,240500,236700,229500,224400,217500,212800,208300,205900,203500,201300,199900,202500,206200,209400,209900,211300,213200,215300,217900,220000,222700,224100,225000,226900,227700,229900,230500,231500,230300,228300,226100,224700,225200,224900,224600,227100,230100,232000,232100,229700,227700,224800,224200,225600,232500,236900,238400,240300,242800,245300,244200,241700,240100,239300,240700,242200,250100,253200,256300,258300,261900,264700,265300,268200,273400,280900,289400,294500,304700,310100,319800,328100,340100,355100,374800,394600,414400,434200,454400,471800
2832,"Riverside","CA","Riverside","06","065",10,57100,56500,56400,56400,56300,56000,55800,55600,55500,55600,55900,56400,57000,56900,56300,56100,56700,57300,57400,57500,58400,59400,60000,60300,60300,60400,60300,60000,59300,59400,60000,60400,60400,60700,60900,60900,60900,61000,61100,61200,61300,61400,62200,63200,64000,64900,65800,66400,67000,67500,68300,69500,70600,71700,72400,73200,74100,74700,75200,76000,77300,79200,81000,82100,83200,84600,85700,86000,86300,87400,89000,90200,91100,91500,92000,93500,96100,98500,100500,102900,105200,106400,107100,108500,109900,111500,112500,113300,114100,115300,117300,119900,121900,123700,127400,131900,136900,142000,147700,153400,159000,163000,165700,167700,171400,176100,179900,182800,185900,190200,195200,199700,201500,203400,206900,211600,216400,221000,223900,225600,226800,227000,227400,227800,228400,228300,227700,225400,222200,219000,216900,213600,211000,209400,206800,203200,201500,200200,197300,195000,193600,191400,187400,183000,178900,175000,170500,166100,162100,157700,152500,146000,139600,134800,130300,125500,122200,120000,118000,116200,113700,111100,109500,108600,106600,103900,102600,103400,103000,101300,99600,98400,96600,95500,95100,95200,95000,93900,93400,94300,94100,92200,90400,89500,89500,88900,87400,86200,86600,88200,89300,88400,87400,87700,88200,88300,88200,89100,91600,95100,98200,100500,102800,106000,108700,111300,114100,116200,118200,121600,124600,126100,127300,129500,131400,132100,133300,135600,137400,138100,139200,139500,139000,139100,140300,141100,142000,142600,143200,143200,142900,143800,145600,147500,149200,150000,149500,149000,148000,147200,148000,149600,152200,154800,156300,156800,157700,158200,159200,160300,160400,159900,161300,164300,167600,170600,172700,173500
