"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"Parkhill","AL","Mobile","Mobile","Mobile",2750,1029,-0.00193986420950533,-0.0115273775216138,-0.0524861878453039,1966
2017-09-30,"Village 9","CA","Sacramento","Sacramento","Sacramento",2751,1842,0.00821018062397373,0.0221975582685905,0.0543789353176875,1702
2017-09-30,"Mission Hills","NV","Las Vegas","Clark","Henderson",2752,1216,0.00745650372825186,0.0201342281879195,0.0305084745762712,2086
2017-09-30,"South Park","IA","Des Moines","Polk","Des Moines",2753,1131,-0.00088339222614841,-0.00264550264550265,-0.0113636363636364,1148
2017-09-30,"Iroquois","KY","Louisville/Jefferson County","Jefferson","Louisville",2754,860,0.00233100233100233,0.0117647058823529,0.027479091995221,1856
2017-09-30,"Arcadia Terrace","IL","Chicago","Cook","Chicago",2755,1688,-0.00354191263282172,0.00356718192627824,0.00237529691211401,893
2017-09-30,"Outer Comstock","NY","Syracuse","Onondaga","Syracuse",2756,1149,-0.00691443388072601,-0.034453781512605,-0.0254452926208651,842
2017-09-30,"Manito-Cannon Hill","WA","Spokane","Spokane","Spokane",2757,1526,0.0126078301260783,0.0373895309313392,0.0509641873278237,2115
2017-09-30,"Roseville - Fleet Ridge","CA","San Diego","San Diego","San Diego",2758,4351,0.00554656806101225,0.0199249882794187,0.0653770812928502,1924
2017-09-30,"Midtown Phillips","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2759,1395,-0.00357142857142857,-0.00641025641025641,0.0116026105873822,1095
2017-09-30,"North East Park","FL","Tampa","Pinellas","Saint Petersburg",2760,1522,-0.00131233595800525,0.003295978905735,0.000657462195923734,2120
2017-09-30,"Walteria","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Torrance",2761,3117,-0.00605867346938775,-0.00637551801083838,0.0229734164752215,1355
2017-09-30,"N. Marketview Heights","NY","Rochester","Monroe","Rochester",2762,837,-0.00475624256837099,-0.0152941176470588,0.00119617224880383,1274
2017-09-30,"South Oak Park","CA","Sacramento","Sacramento","Sacramento",2763,1339,0.0105660377358491,0.0347758887171561,0.101151315789474,1397
2017-09-30,"Sun City","CA","Sacramento","Placer","Roseville",2764,1985,0.00812595226003047,0.03547209181012,0.0764642082429501,3127
2017-09-30,"Penrose","VA","Washington","Arlington","Arlington",2765,2843,-0.00315568022440393,0.00423878488166726,0.0600298284862043,960
2017-09-30,"Salt Springs","NY","Syracuse","Onondaga","Syracuse",2766,1141,-0.00696257615317668,-0.00782608695652174,-0.0264505119453925,1203
2017-09-30,"Mid-Town Belvedere","MD","Baltimore","Baltimore City","Baltimore",2767,1331,-0.000750750750750751,0.00528700906344411,-0.0334059549745824,1673
2017-09-30,"Knoxville","PA","Pittsburgh","Allegheny","Pittsburgh",2768,859,0.00233372228704784,0.00350467289719626,-0.0137772675086108,1603
2017-09-30,"Southside Slopes","PA","Pittsburgh","Allegheny","Pittsburgh",2769,1108,0,-0.00449236298292902,-0.0398613518197574,2351
2017-09-30,"New Eastside","IL","Chicago","Cook","Chicago",2770,1978,0,0.0232798758406622,-0.0149402390438247,7539
2017-09-30,"McClure Park","OK","Tulsa","Tulsa","Tulsa",2771,796,0.00378310214375788,0.00505050505050505,-0.0304506699147381,1635
2017-09-30,"South Beacon Hill","WA","Seattle","King","Seattle",2772,2294,0.00393873085339169,0.0222816399286988,0.0795294117647059,1511
2017-09-30,"Windom","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2773,1747,0,0,0.0652439024390244,1251
2017-09-30,"Over-The-Rhine","OH","Cincinnati","Hamilton","Cincinnati",2774,1406,0.00572246065808297,0.0240349599417334,0.111462450592885,1180
2017-09-30,"Ridge Wood Heights","FL","North Port-Sarasota-Bradenton","Sarasota","Sarasota",2775,1588,-0.00125786163522013,0.00126103404791929,0.027831715210356,2377
2017-09-30,"Lakes and Birds","CA","San Francisco","Alameda","Fremont",2776,3150,-0.000634517766497462,0.00735529261272785,0.0128617363344051,1319
2017-09-30,"Lower Beaver","IA","Des Moines","Polk","Des Moines",2777,1272,0.00315457413249211,0.004739336492891,0.00394632991318074,2400
2017-09-30,"West Chesterfield","IL","Chicago","Cook","Chicago",2778,1399,-0.000714285714285714,0,0.00865176640230714,1803
2017-09-30,"Beatties Ford-Trinity","NC","Charlotte","Mecklenburg","Charlotte",2779,1150,0.00436681222707424,0.0114335971855761,0.0599078341013825,1224
2017-09-30,"Dauphin Acres","AL","Mobile","Mobile","Mobile",2780,839,0.00119331742243437,0.002389486260454,0.00841346153846154,1441
2017-09-30,"West Chatham","IL","Chicago","Cook","Chicago",2781,1356,-0.00294117647058824,-0.00513573000733676,0.00518902891030393,1101
2017-09-30,"Schenley","OH","Youngstown","Mahoning","Youngstown",2782,647,0.00622083981337481,0.0253565768621236,0.0221169036334913,2139
2017-09-30,"Southeast Village","CA","Sacramento","Sacramento","Sacramento",2783,1568,0.0208333333333333,0.0467289719626168,0.0866250866250866,1251
2017-09-30,"Garment District","NY","New York","New York","New York",2784,3493,0.00114646030381198,0.0112912565141864,-0.00992063492063492,2823
2017-09-30,"Ellsworth Springs","WA","Portland","Clark","Vancouver",2785,1645,0.0024375380865326,0.00121728545343883,0.0551635663887107,1364
2017-09-30,"Southeastern Hills","KY","Lexington","Fayette","Lexington",2786,1107,-0.0027027027027027,-0.00449640287769784,0.0118829981718464,1351
2017-09-30,"Olde Town East","OH","Columbus","Franklin","Columbus",2787,1115,0.0154826958105647,0.0700575815738964,0.172450052576236,1546
2017-09-30,"Laurelhurst","WA","Seattle","King","Seattle",2788,4771,0.00104909777591272,0.00104909777591272,0.00909475465313029,1811
2017-09-30,"North Broadway","OH","Cleveland","Cuyahoga","Cleveland",2789,761,0.00528401585204756,0.0133155792276964,0.0214765100671141,2064
2017-09-30,"Beverly Park","FL","Miami-Fort Lauderdale","Broward","Hollywood",2790,1587,0.00316055625790139,0.0121173469387755,0.00697969543147208,1254
2017-09-30,"Vine","MI","Kalamazoo","Kalamazoo","Kalamazoo",2791,1087,-0.0153985507246377,0.00184331797235023,0.135841170323929,1713
2017-09-30,"Rose Village","WA","Portland","Clark","Vancouver",2792,1426,0.0178443968593862,0.0633855331841909,0.137161084529506,1681
2017-09-30,"Mallard Creek - Withrow Downs","NC","Charlotte","Mecklenburg","Charlotte",2793,1538,0.00195439739413681,0.00326157860404436,0.0336021505376344,2581
2017-09-30,"Laurelhurst","OR","Portland","Multnomah","Portland",2794,2897,0.000690846286701209,0.00103662750518314,-0.0102494021182098,1795
2017-09-30,"Big Oaks","IL","Chicago","Cook","Chicago",2795,1914,0.00419727177334732,0.00842992623814542,0.0132345156167284,1946
2017-09-30,"Roxhill","WA","Seattle","King","Seattle",2796,2268,0.00176678445229682,0.00844819919964429,0.0662905500705219,1552
2017-09-30,"Willowcreek","CA","Sacramento","Sacramento","Sacramento",2797,1939,0.0114762649973918,0.0368983957219251,0.0595628415300546,1366
2017-09-30,"Belcaro","CO","Denver","Denver","Denver",2798,3433,-0.0014543339150669,0.00497658079625293,-0.0106628242074928,2537
2017-09-30,"Bluff Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",2799,2510,0.000398565165404544,0.00560897435897436,0.0467055879899917,1197
2017-09-30,"South Fairmount","OH","Cincinnati","Hamilton","Cincinnati",2800,830,0.0121951219512195,0.0272277227722772,0.0821382007822686,1153
2017-09-30,"Manton","RI","Providence","Providence","Providence",2801,1362,0.00888888888888889,0.0248306997742664,0.0326004548900682,794
2017-09-30,"Campus Park","CA","Bakersfield","Kern","Bakersfield",2802,1384,-0.00216294160057678,-0.0100143061516452,0.00217233888486604,2561
2017-09-30,"Argyle Forest","FL","Jacksonville","Duval","Jacksonville",2803,1114,0.00179856115107914,0.0154968094804011,0.0248390064397424,1663
2017-09-30,"Myers","AZ","Tucson","Pima","Tucson",2804,921,0.0188053097345133,0.043035107587769,0.0586206896551724,974
2017-09-30,"Lakeland","MD","Baltimore","Baltimore City","Baltimore",2805,1191,0.000840336134453782,0.00421585160202361,0.00421585160202361,1365
2017-09-30,"Mt. Baker","WA","Bellingham","Whatcom","Bellingham",2806,1725,-0.00173611111111111,0.00583090379008746,0.0910815939278937,1283
2017-09-30,"Woodlawn","OR","Portland","Multnomah","Portland",2807,1916,-0.00467532467532468,-0.00981912144702842,0.0031413612565445,2053
2017-09-30,"Marriott's Griffin Gate Golf Club","KY","Lexington","Fayette","Lexington",2808,910,0.0144927536231884,0.0224719101123596,0.047180667433832,1723
2017-09-30,"Ybor City","FL","Tampa","Hillsborough","Tampa",2809,1151,0.00699912510936133,0.0105355575065847,0.0454132606721163,1534
2017-09-30,"Skinker-DeBaliviere","MO","St. Louis","Saint Louis City","Saint Louis",2810,1599,-0.0153940886699507,0.00313676286072773,0.0774932614555256,1325
2017-09-30,"San Gorgonio","CA","Riverside","San Bernardino","San Bernardino",2811,1584,0.00763358778625954,0.03125,0.110021023125438,593
2017-09-30,"Barney Circle","DC","Washington","District of Columbia","Washington",2812,2870,-0.00485436893203883,-0.0117079889807163,0.0528246515040352,1401
2017-09-30,"Fort Sanders","TN","Knoxville","Knox","Knoxville",2813,1181,0.00169635284139101,0.0225108225108225,0.0198618307426598,1022
2017-09-30,"Platinum Triangle","CA","Los Angeles-Long Beach-Anaheim","Orange","Anaheim",2814,2251,-0.00044404973357016,-0.00924295774647887,0.0335169880624426,852
2017-09-30,"Wakefield","AR","Little Rock","Pulaski","Little Rock",2815,738,0.00544959128065395,0.0179310344827586,0.0321678321678322,2228
2017-09-30,"Arlington Heights","CA","Riverside","Riverside","Riverside",2816,2152,0.00139599813866915,-0.00462534690101758,0.0743884173739391,793
2017-09-30,"Kennedy Heights","OH","Cincinnati","Hamilton","Cincinnati",2817,1135,0.00620567375886525,0.025293586269196,0.0627340823970037,1710
2017-09-30,"Park View","DC","Washington","District of Columbia","Washington",2818,2898,-0.00137835975189524,0.0111653872993719,0.0372226198997853,1512
2017-09-30,"Clayton","CO","Denver","Denver","Denver",2819,1911,0.0100422832980972,0.030188679245283,0.0357723577235772,1354
2017-09-30,"Greenbriar","GA","Atlanta","Fulton","Atlanta",2820,1101,0.00824175824175824,0.0119485294117647,0.0289719626168224,653
2017-09-30,"Duck Creek","TX","Dallas-Fort Worth","Dallas","Richardson",2821,1838,-0.000543773790103317,0.0060207991242474,0.0296918767507003,1442
2017-09-30,"North University","TX","Austin","Travis","Austin",2822,1614,-0.00123762376237624,0.00124069478908189,-0.0104230533415083,1595
2017-09-30,"Rolling Hills","FL","Jacksonville","Duval","Jacksonville",2823,1061,0.00473484848484848,0.0104761904761905,0.0231436837029894,1633
2017-09-30,"Foothills Junction","CA","Sacramento","Placer","Roseville",2824,1911,0.0159489633173844,0.0391517128874388,0.0687919463087248,1759
2017-09-30,"Fallstaff","MD","Baltimore","Baltimore City","Baltimore",2825,1302,0.0023094688221709,-0.00229885057471264,-0.0398230088495575,1171
2017-09-30,"Klondike","KY","Louisville/Jefferson County","Jefferson","Louisville",2826,1235,0.0016220600162206,0.0147904683648316,0.0466101694915254,1881
2017-09-30,"Muirfield Village","OH","Columbus","Franklin","Dublin",2827,2750,0.00917431192660551,0.00695715854998169,-0.00398406374501992,2455
2017-09-30,"Wakefield","AZ","Tucson","Pima","Tucson",2828,882,0.0232018561484919,0.0665054413542926,0.125,1185
2017-09-30,"Ashcreek","OR","Portland","Multnomah","Portland",2829,2018,-0.00247157686604053,-0.0107843137254902,-0.0107843137254902,1977
2017-09-30,"Terryville","CT","Torrington","Litchfield","Plymouth",2830,1319,0.00227963525835866,0.00304182509505703,-0.00752445447705041,3552
2017-09-30,"Stella Mann","AZ","Tucson","Pima","Tucson",2831,978,0.0134715025906736,0.0338266384778013,0.0471092077087794,1615
2017-09-30,"Brooklyn","OR","Portland","Multnomah","Portland",2832,2078,0.00678294573643411,0.0282038594755072,0.0532184490623416,1076
2017-09-30,"Belltown","CT","Stamford","Fairfield","Stamford",2833,2759,-0.00180897250361794,-0.00504868373602596,0.0314018691588785,1563
2017-09-30,"Eastridge","KS","Wichita","Sedgwick","Wichita",2834,784,-0.00254452926208651,-0.0113493064312736,0.00255754475703325,1408
2017-09-30,"Silver City","WI","Milwaukee","Milwaukee","Milwaukee",2835,918,0.00437636761487965,0.00437636761487965,-0.00217391304347826,998
2017-09-30,"Northeast Hillsdale","CA","San Francisco","San Mateo","San Mateo",2836,4419,-0.00450551926109484,-0.00293321299638989,0.0109814687714482,903
2017-09-30,"Madison Park","NC","Charlotte","Mecklenburg","Charlotte",2837,1513,-0.00132013201320132,-0.00525969756738988,-0.0213454075032342,2167
2017-09-30,"Oceanway","FL","Jacksonville","Duval","Jacksonville",2838,1354,-0.00221075902726603,0.00819061801935964,0.0280941533788914,2918
2017-09-30,"West Central Jackson","MS","Jackson","Hinds","Jackson",2839,769,-0.0012987012987013,-0.00259403372243839,-0.0327044025157233,845
2017-09-30,"SE Redmond","WA","Seattle","King","Redmond",2840,2611,-0.00191131498470948,0.00539083557951483,0.0410685805422648,655
2017-09-30,"Boston Road","MA","Springfield","Hampden","Springfield",2841,1383,-0.00646551724137931,-0.0177556818181818,0.0375093773443361,1263
2017-09-30,"Lind-Bohanon","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2842,1290,0.00233100233100233,0.015748031496063,0.032,1709
2017-09-30,"Victory","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2843,1380,0.00656455142231947,0.0207100591715976,0.0298507462686567,1947
2017-09-30,"Rockwood","WA","Spokane","Spokane","Spokane",2844,1565,0.00837628865979381,0.0248853962017027,0.0188802083333333,1730
2017-09-30,"Lincoln-Lemington-Belmar","PA","Pittsburgh","Allegheny","Pittsburgh",2845,869,0.0175644028103044,0.0308422301304864,-0.0136208853575482,1716
2017-09-30,"North Riverdale","OH","Dayton","Montgomery","Dayton",2846,679,0.00891530460624071,0.0195195195195195,0.0287878787878788,1753
2017-09-30,"Randall Manor","NY","New York","Richmond","New York",2847,2176,-0.00955848884842968,-0.0198198198198198,-0.0563746747614918,1042
2017-09-30,"Borchert Field","WI","Milwaukee","Milwaukee","Milwaukee",2848,760,0.00929614873837981,0.00396301188903567,-0.00131406044678055,1177
2017-09-30,"Sonterra-Stone Oak","TX","San Antonio","Bexar","San Antonio",2849,2440,-0.00286064568859828,-0.00610997963340122,-0.00610997963340122,1582
2017-09-30,"Mckinley Mitchell","OK","Tulsa","Tulsa","Tulsa",2850,740,0.00543478260869565,0.0150891632373114,-0.00269541778975741,1824
2017-09-30,"Shannon Green","OH","Columbus","Franklin","Columbus",2851,1138,0.00176056338028169,0.00441306266548985,0.0364298724954463,609
2017-09-30,"Sarritt Point","MO","Kansas City","Jackson","Kansas City",2852,734,0.00273224043715847,-0.005420054200542,0.00136425648021828,1582
2017-09-30,"Ellwanger-Barry","NY","Rochester","Monroe","Rochester",2853,1291,0.00388802488335925,0.0109631949882537,0.00859375,1409
2017-09-30,"Malibar Heights","AL","Mobile","Mobile","Mobile",2854,951,0,0,0.0269978401727862,1288
2017-09-30,"Garden Acres","TX","Dallas-Fort Worth","Tarrant","Fort Worth",2855,1353,0.00296515937731653,0.00744601638123604,0.0359877488514548,1823
2017-09-30,"Sam Hughes","AZ","Tucson","Pima","Tucson",2856,1496,-0.00465735196274118,0.00808625336927224,0.0731707317073171,1984
2017-09-30,"Bashford Manor","KY","Louisville/Jefferson County","Jefferson","Louisville",2857,943,-0.00211640211640212,-0.00945378151260504,0.0183585313174946,2666
2017-09-30,"Galveston","AZ","Phoenix","Maricopa","Chandler",2858,1201,0.00670578373847443,0.0126475548060708,0.0177966101694915,641
2017-09-30,"Binz","TX","Houston","Harris","Houston",2859,2161,-0.0154897494305239,-0.0446507515473033,-0.137669592976856,1908
2017-09-30,"Allendale","CA","San Francisco","Alameda","Oakland",2860,2647,0.00608133789433675,0.0126243305279265,0.0283605283605284,1143
2017-09-30,"South India Mound","MO","Kansas City","Jackson","Kansas City",2861,691,0,-0.00718390804597701,-0.0114449213161659,1791
2017-09-30,"Benjamin Hills","KS","Wichita","Sedgwick","Wichita",2862,997,0.00201005025125628,0.0121827411167513,0.055026455026455,1508
2017-09-30,"Meadowlane","NE","Lincoln","Lancaster","Lincoln",2863,1233,0.00407166123778502,0.00570962479608483,0.00570962479608483,1947
2017-09-30,"Grant Park","OR","Portland","Multnomah","Portland",2864,2766,-0.00252434186801298,0.00144822592324403,-0.0335429769392034,1585
2017-09-30,"Garden Isles","FL","Miami-Fort Lauderdale","Broward","Pompano Beach",2865,2166,-0.00230308613542146,-0.010054844606947,-0.00276243093922652,2698
2017-09-30,"Wooded Area","CA","San Diego","San Diego","San Diego",2866,4849,0.0018595041322314,0.00165255112580045,0.0921171171171171,831
2017-09-30,"Todt Hill","NY","New York","Richmond","New York",2867,3066,0.00656598818122127,0.0288590604026846,-0.00583657587548638,1540
2017-09-30,"Regent Park","MI","Detroit","Wayne","Detroit",2868,749,0.00133689839572192,0.00267737617135207,0.00133689839572192,2024
2017-09-30,"Northeast","IN","South Bend","Saint Joseph","South Bend",2869,1019,0.0230923694779116,0.0968783638320775,0.104008667388949,1963
2017-09-30,"Southmoor Park","CO","Denver","Denver","Denver",2870,2358,0.00769230769230769,0.00297745640153126,-0.00127064803049555,1160
2017-09-30,"Rosemont","ME","Portland","Cumberland","Portland",2871,1956,0.00051150895140665,-0.00660233621127476,0.0387679235262878,1659
2017-09-30,"Twenty-Fifth Ave","CA","San Francisco","San Mateo","San Mateo",2872,3717,-0.000268961807423346,0.00242718446601942,-0.00321802091713596,1441
2017-09-30,"Edgebrook","IL","Chicago","Cook","Chicago",2873,2485,-0.00120578778135048,-0.00200803212851406,0.0230547550432277,1688
2017-09-30,"Pioneer Park","IA","Des Moines","Polk","Des Moines",2874,1055,0,-0.00471698113207547,-0.0365296803652968,1137
2017-09-30,"Riverside","WA","Seattle","Snohomish","Everett",2875,1597,0.00377121307353866,0.0126823081800888,0.0668002672010688,1871
2017-09-30,"Union Station","CO","Denver","Denver","Denver",2876,2442,0,0.0115990057995029,0.000409668168783285,2955
2017-09-30,"Elizabeth","NC","Charlotte","Mecklenburg","Charlotte",2877,1497,-0.00133422281521014,-0.0053156146179402,0.0345542501727713,2109
2017-09-30,"Hartwell","OH","Cincinnati","Hamilton","Cincinnati",2878,1025,0.0138476755687438,0.0502049180327869,0.0789473684210526,861
2017-09-30,"Parkview Hills","TX","Dallas-Fort Worth","Tarrant","Fort Worth",2879,1413,0.00856531049250535,0.0202166064981949,0.0576347305389222,1357
2017-09-30,"Oxford Hunt","NC","Charlotte","Mecklenburg","Charlotte",2880,2206,-0.0027124773960217,-0.0173719376391982,-0.00898472596585804,1169
2017-09-30,"West O' Main","OK","Tulsa","Tulsa","Tulsa",2881,727,0.00832177531206657,0.0111265646731572,-0.0122282608695652,2876
2017-09-30,"Wallhaven","OH","Akron","Summit","Akron",2882,1058,0.00474833808167141,-0.00188679245283019,-0.0130597014925373,1456
2017-09-30,"Julia Keen","AZ","Tucson","Pima","Tucson",2883,890,0.0148232611174458,0.0324825986078886,0.0748792270531401,1902
2017-09-30,"Arlington","FL","Jacksonville","Duval","Jacksonville",2884,920,-0.001085776330076,0.0121012101210121,0.00656455142231947,1867
2017-09-30,"Sylvan Hills","GA","Atlanta","Fulton","Atlanta",2885,974,0.0124740124740125,0.0317796610169492,0.0834260289210233,1655
2017-09-30,"Woodstock","FL","Jacksonville","Duval","Jacksonville",2886,796,0.00378310214375788,0.00759493670886076,0.0231362467866324,2026
2017-09-30,"Vancouver Heights","WA","Portland","Clark","Vancouver",2887,1546,0.00259403372243839,0.00194426441996111,0.0438892640108035,1548
2017-09-30,"Madrona","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Torrance",2888,3120,-0.00319488817891374,0.0025706940874036,0.0249671484888305,1694
2017-09-30,"South Central Hilltop","OH","Columbus","Franklin","Columbus",2889,749,0,-0.00398936170212766,0.0149051490514905,1768
2017-09-30,"Central Lawrenceville","PA","Pittsburgh","Allegheny","Pittsburgh",2890,1267,-0.00393081761006289,-0.00157604412923562,-0.00549450549450549,2044
