"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"United States",,0,1414,0.0035486160397445,0.0092790863668808,0.0253807106598985,84816793
2017-09-30,"New York, NY","NY",1,2410,-0.000414765657403567,0.0029130253849355,0.0004151100041511,3406477
2017-09-30,"Los Angeles-Long Beach-Anaheim, CA","CA",2,2831,0.00247875354107649,0.00962910128388017,0.0396621373485127,2096258
2017-09-30,"Chicago, IL","IL",3,1697,0.00117994100294985,0.00354819633353046,0.0119260584376863,2263060
2017-09-30,"Dallas-Fort Worth, TX","TX",4,1619,0.0037197768133912,0.0106117353308365,0.0292434837889383,1722940
2017-09-30,"Philadelphia, PA","PA",5,1703,0.00235432607416127,0.00888625592417062,0.0142942227516379,1494770
2017-09-30,"Houston, TX","TX",6,1554,0,-0.000643086816720257,-0.018319646241314,1639429
2017-09-30,"Washington, DC","DC",7,2296,-0.00043535045711798,0.00262008733624454,0.0101187857457105,1217493
2017-09-30,"Miami-Fort Lauderdale, FL","FL",8,2113,-0.000473036896877956,-0.000945626477541371,-0.0116931711880262,1239802
2017-09-30,"Atlanta, GA","GA",9,1376,0.00584795321637427,0.0185048112509252,0.0440060698027314,1661725
2017-09-30,"Boston, MA","MA",10,2425,-0.000824062628759786,-0.000824062628759786,0.0206228956228956,919818
2017-09-30,"San Francisco, CA","CA",11,3459,-0.000289017341040462,-0.000866551126516464,-0.00603448275862069,937709
2017-09-30,"Detroit, MI","MI",12,1151,0.00699912510936133,0.00611888111888112,0.0158870255957635,1439177
2017-09-30,"Riverside, CA","CA",13,1851,0.00543183052688756,0.0198347107438017,0.0631820792647903,1045662
2017-09-30,"Phoenix, AZ","AZ",14,1382,0.00290275761973875,0.0131964809384164,0.0344311377245509,1230751
2017-09-30,"Seattle, WA","WA",15,2267,0.00443066016836509,0.017961383026493,0.0529493729679517,929011
2017-09-30,"Minneapolis-St Paul, MN","MN",16,1661,0.00483968542044767,0.0134228187919463,0.0525982256020279,938235
2017-09-30,"San Diego, CA","CA",17,2652,0.00378501135503407,0.0188244333461391,0.0523809523809524,582311
2017-09-30,"St. Louis, MO","MO",18,1172,0.00170940170940171,0.00773860705073087,0.0253718285214348,922560
2017-09-30,"Tampa, FL","FL",19,1420,0.00211714890613973,0.0113960113960114,0.0319767441860465,827258
2017-09-30,"Baltimore, MD","MD",20,1747,0.000572737686139748,0,0.00402298850574713,875001
2017-09-30,"Denver, CO","CO",21,2125,-0.000470366886171214,0.00663192799621033,0.00377893245158243,684040
2017-09-30,"Pittsburgh, PA","PA",22,1075,-0.00555041628122109,0.00186393289841566,-0.00921658986175115,759446
2017-09-30,"Portland, OR","OR",23,1909,0.00420831141504471,0.0170484816196058,0.0489010989010989,625030
2017-09-30,"Charlotte, NC","NC",24,1288,0.0015552099533437,0.0101960784313726,0.0378726833199033,782772
2017-09-30,"San Antonio, TX","TX",25,1340,0.00149476831091181,0,0.00979653353428787,623854
2017-09-30,"Orlando, FL","FL",26,1476,0.00135685210312076,0.0116518163125428,0.0350631136044881,613804
2017-09-30,"Cincinnati, OH","OH",27,1301,0.00153964588144727,0.00696594427244582,0.0172009382329945,612788
2017-09-30,"Cleveland, OH","OH",28,1197,0.000836120401337793,-0.000834724540901503,0.00419463087248322,623423
2017-09-30,"Kansas City, MO","MO",29,1292,-0.000773395204949729,-0.00462249614791988,0.016522423288749,628301
2017-09-30,"Columbus, OH","OH",30,1383,0.00290065264684554,0.0102264426588751,0.0328603435399552,522384
2017-09-30,"Indianapolis, IN","IN",31,1222,0.00410846343467543,0.0157938487115544,0.0115894039735099,646226
2017-09-30,"San Jose, CA","CA",32,3607,0.00166620383226881,0.00979843225083987,-0.00386633526650097,358067
2017-09-30,"Austin, TX","TX",33,1723,-0.00231615518239722,0,-0.00404624277456647,459766
2017-09-30,"Virginia Beach, VA","VA",34,1459,0.00137268359643102,0.00343878954607978,0.00551343900758098,461594
2017-09-30,"Nashville, TN","TN",35,1500,0.00133511348464619,0.00468854655056932,0.029512697323267,569796
2017-09-30,"Providence, RI","RI",36,1731,0.00756693830034924,0.027299703264095,0.0465538089480048,375413
2017-09-30,"Milwaukee, WI","WI",37,1484,-0.00602813127930342,-0.0146082337317397,0.00952380952380952,304599
2017-09-30,"Jacksonville, FL","FL",38,1331,-0.000750750750750751,0.0121673003802281,0.0349922239502333,425472
2017-09-30,"Memphis, TN","TN",39,1043,0.000959692898272553,0.00192122958693564,-0.0104364326375712,403190
2017-09-30,"Oklahoma City, OK","OK",40,1102,0,0,-0.0213143872113677,460997
2017-09-30,"Louisville-Jefferson County, KY","KY",41,1188,-0.000841042893187553,0.00934579439252336,0.049469964664311,502213
2017-09-30,"Hartford, CT","CT",42,1687,0.00297265160523187,0.00536352800953516,-0.00881316098707403,302204
2017-09-30,"New Orleans, LA","LA",43,1390,-0.000718907260963336,-0.000718907260963336,0.00651701665459812,354924
2017-09-30,"Buffalo, NY","NY",44,1248,-0.0016,-0.0134387351778656,0.0138099106417547,301026
2017-09-30,"Raleigh, NC","NC",45,1441,0.000694444444444444,0.000694444444444444,0.0322349570200573,387944
2017-09-30,"Birmingham, AL","AL",46,1070,0.00187265917602996,0.0103871576959396,0.019047619047619,393859
2017-09-30,"Salt Lake City, UT","UT",47,1591,0.00505369551484523,0.0238095238095238,0.0642140468227425,272849
2017-09-30,"Rochester, NY","NY",48,1429,0.00280701754385965,0.00492264416315049,0.015636105188344,304843
2017-09-30,"Grand Rapids, MI","MI",49,1335,0.00150037509377344,0.0198624904507257,0.0586835844567803,305822
2017-09-30,"Tucson, AZ","AZ",50,1187,0.00253378378378378,0.0127986348122867,0.0430579964850615,254918
2017-09-30,"Urban Honolulu, HI","HI",51,2618,-0.00569692366122294,-0.0150489089541008,-0.0238627889634601,153530
2017-09-30,"Tulsa, OK","OK",52,1048,0,0,-0.0385321100917431,328691
2017-09-30,"Fresno, CA","CA",53,1305,0.00384615384615385,0.00694444444444444,0.026750590086546,207644
2017-09-30,"Worcester, MA","MA",54,1682,0.0035799522673031,0.0169286577992745,0.0325352977286679,223442
2017-09-30,"Stamford, CT","CT",55,2554,-0.00622568093385214,-0.0240733664501337,-0.0184473481936972,208111
2017-09-30,"Albuquerque, NM","NM",56,1189,0,-0.00418760469011725,-0.00418760469011725,291434
2017-09-30,"Albany, NY","NY",57,1591,-0.00125549278091651,-0.00872274143302181,0.0238095238095238,224678
2017-09-30,"Omaha, NE","NE",58,1323,0.00303260045489007,0.0114678899082569,0.027972027972028,433338
2017-09-30,"New Haven, CT","CT",59,1720,-0.00405327156919514,-0.00978698906160046,-0.0265987549518959,194590
2017-09-30,"Bakersfield, CA","CA",60,1282,0.00078064012490242,0.0094488188976378,0.0150435471100554,193890
2017-09-30,"Knoxville, TN","TN",61,1122,-0.00355239786856128,-0.00707964601769911,0.0388888888888889,319631
2017-09-30,"Greenville, SC","SC",62,1232,-0.00242914979757085,0,0.0301003344481605,262602
2017-09-30,"Ventura, CA","CA",63,2777,0.0054308472121651,0.0153564899451554,0.0566971080669711,172924
2017-09-30,"Allentown, PA","PA",64,1473,0.00408997955010225,0.0109814687714482,0.0315126050420168,252155
2017-09-30,"El Paso, TX","TX",65,995,0,0.00201409869083585,-0.00698602794411178,199508
2017-09-30,"Baton Rouge, LA","LA",66,1388,-0.00143884892086331,-0.00215672178289001,0.042042042042042,239581
2017-09-30,"Dayton, OH","OH",67,1005,0.0029940119760479,0.0182370820668693,0.0414507772020725,258074
2017-09-30,"McAllen, TX","TX",68,1004,-0.00790513833992095,-0.0290135396518375,-0.0137524557956778,175910
2017-09-30,"Columbia, SC","SC",69,1131,0.00177147918511957,0.0044404973357016,0.00354924578527063,257455
2017-09-30,"Akron, OH","OH",70,1138,-0.00262927256792287,0,0.00707964601769911,216804
2017-09-30,"North Port-Sarasota-Bradenton, FL","FL",71,1781,-0.00224089635854342,-0.0072463768115942,0.00225098480585256,242980
2017-09-30,"Little Rock, AR","AR",72,1022,-0.001953125,0.00196078431372549,-0.000977517106549365,236697
2017-09-30,"Stockton, CA","CA",73,1641,0.011090573012939,0.0249843847595253,0.0573453608247423,158697
2017-09-30,"Charleston, SC","SC",74,1609,0.00249221183800623,0.00751408891671885,0.0281150159744409,212026
2017-09-30,"Syracuse, NY","NY",75,1379,0.00730460189919649,0.0199704142011834,0.00951683748169839,181106
2017-09-30,"Colorado Springs, CO","CO",76,1505,0.00736278447121821,0.0259032038173142,0.0811781609195402,208329
2017-09-30,"Winston-Salem, NC","NC",77,1053,0.00573065902578797,0.0115273775216138,0.0303326810176125,227483
2017-09-30,"Wichita, KS","KS",78,1000,-0.00299102691924227,-0.00199600798403194,0.0111223458038423,202250
2017-09-30,"Springfield, MA","MA",79,1575,0.00318471337579618,0.0122107969151671,0.00896860986547085,145341
2017-09-30,"Fort Myers, FL","FL",80,1597,-0.000625782227784731,0.00251098556183302,-0.0068407960199005,226545
2017-09-30,"Boise City, ID","ID",81,1248,0.00807754442649435,0.0229508196721311,0.0603228547153781,198891
2017-09-30,"Toledo, OH","OH",82,1032,0.0078125,0.0248262164846077,0.0595482546201232,194177
2017-09-30,"Madison, WI","WI",83,1503,-0.00726552179656539,-0.021484375,0,184075
2017-09-30,"Lakeland, FL","FL",84,1234,0.00162337662337662,0.00899427636958299,0.0387205387205387,174771
2017-09-30,"Ogden, UT","UT",85,1421,0.0085166784953868,0.0201005025125628,0.0334545454545455,166006
2017-09-30,"Daytona Beach, FL","FL",86,1331,0.00377073906485671,0.0175840978593272,0.0333850931677019,210407
2017-09-30,"Des Moines, IA","IA",87,1355,-0.00367647058823529,0.00593912397921307,0.0447185813415574,183704
2017-09-30,"Jackson, MS","MS",88,1207,-0.0057660626029654,-0.00165425971877585,-0.00821692686935086,175068
2017-09-30,"Youngstown, OH","OH",89,790,0.029986962190352,0.0273081924577373,0.00253807106598985,195187
2017-09-30,"Augusta, GA","GA",90,922,0.00217391304347826,0.0120746432491767,0.0267260579064588,228790
2017-09-30,"Scranton, PA","PA",91,1048,0.0194552529182879,0.0575176589303734,0.0672097759674134,179944
2017-09-30,"Harrisburg, PA","PA",92,1246,-0.000801924619085806,-0.00558659217877095,-0.00558659217877095,177172
2017-09-30,"Melbourne, FL","FL",93,1397,0.00503597122302158,0.00720980533525595,0.0599393019726859,183286
2017-09-30,"Chattanooga, TN","TN",94,1170,0.00775193798449612,0.0182767624020888,0.0344827586206897,186503
2017-09-30,"Spokane, WA","WA",95,1322,0.00303490136570561,0.00685453160700685,0.068714632174616,163043
2017-09-30,"Provo, UT","UT",96,1533,0.00130633572828217,0.00921658986175115,0.0579710144927536,117860
2017-09-30,"Lancaster, PA","PA",97,1186,-0.00419815281276238,-0.010016694490818,0.00508474576271186,138141
