"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"Grand Rapids, MI","MI",49,1338,0.00149700598802395,0.0198170731707317,0.0593824228028504,350503
2017-09-30,"Tucson, AZ","AZ",50,1167,0.00516795865633075,0.0165505226480836,0.0494604316546763,311098
2017-09-30,"Urban Honolulu, HI","HI",51,2424,-0.00369913686806412,-0.0114192495921697,-0.0122249388753056,279675
2017-09-30,"Tulsa, OK","OK",52,1035,-0.00192864030858245,-0.00384985563041386,-0.0443213296398892,341460
2017-09-30,"Fresno, CA","CA",53,1286,0.0031201248049922,0.0133963750985028,0.0370967741935484,224847
2017-09-30,"Worcester, MA","MA",54,1607,0.00187032418952618,0.0170886075949367,0.0164452877925364,286730
2017-09-30,"Stamford, CT","CT",55,2361,-0.00337695230054875,-0.00421762969211303,-0.00253485424588086,295058
2017-09-30,"Albuquerque, NM","NM",56,1187,0,-0.00502933780385583,-0.00335852225020991,297910
2017-09-30,"Albany, NY","NY",57,1528,0.00131061598951507,-0.00065402223675605,0.0152823920265781,261587
2017-09-30,"Omaha, NE","NE",58,1317,0.0038109756097561,0.00996932515337423,0.0265003897116134,448148
2017-09-30,"New Haven, CT","CT",59,1592,-0.00188087774294671,-0.00809968847352025,-0.0221130221130221,272404
2017-09-30,"Bakersfield, CA","CA",60,1262,0.00718276137270551,0.0235198702351987,0.0235198702351987,214334
2017-09-30,"Knoxville, TN","TN",61,1121,-0.00266903914590747,-0.00355555555555556,0.04182156133829,345609
2017-09-30,"Greenville, SC","SC",62,1226,-0.00162866449511401,0.0040950040950041,0.035472972972973,274202
2017-09-30,"Ventura, CA","CA",63,2664,0.00718336483931947,0.0171821305841924,0.050887573964497,221161
2017-09-30,"Allentown, PA","PA",64,1450,0.00346020761245675,0.00624566273421235,0.0290986515259049,277237
2017-09-30,"El Paso, TX","TX",65,985,-0.00303643724696356,-0.00202634245187437,-0.00905432595573441,211493
2017-09-30,"Baton Rouge, LA","LA",66,1378,-0.00289435600578871,-0.00144927536231884,0.0415721844293273,251253
2017-09-30,"Dayton, OH","OH",67,970,0.00518134715025907,0.0210526315789474,0.0452586206896552,285552
2017-09-30,"McAllen, TX","TX",68,980,-0.00910010111223458,-0.0287413280475719,-0.0354330708661417,184077
2017-09-30,"Columbia, SC","SC",69,1123,0.0053715308863026,0.0135379061371841,0.0135379061371841,274298
2017-09-30,"Akron, OH","OH",70,1124,-0.00177619893428064,0.000890471950133571,0.000890471950133571,246266
2017-09-30,"North Port-Sarasota-Bradenton, FL","FL",71,1769,-0.00169300225733634,-0.00951847704367301,0.00740318906605923,350107
2017-09-30,"Little Rock, AR","AR",72,1005,-0.00099403578528827,0.0029940119760479,-0.00789733464955577,244770
2017-09-30,"Stockton, CA","CA",73,1614,0.00811992504684572,0.0221659278024066,0.0632411067193676,174548
2017-09-30,"Charleston, SC","SC",74,1593,0.00188679245283019,0.00631711939355654,0.0284054228534538,246939
2017-09-30,"Syracuse, NY","NY",75,1341,0.00978915662650602,0.0252293577981651,0,198182
2017-09-30,"Colorado Springs, CO","CO",76,1479,0.00749318801089918,0.0221147201105736,0.0701881331403763,223351
2017-09-30,"Winston-Salem, NC","NC",77,1031,0.00194363459669582,0.00585365853658537,0.0279162512462612,242417
2017-09-30,"Wichita, KS","KS",78,975,0,0,0.0145681581685744,215159
2017-09-30,"Springfield, MA","MA",79,1520,0.001977587343441,0.0086264100862641,0.0174029451137885,181651
2017-09-30,"Fort Myers, FL","FL",80,1600,-0.00187149095446039,-0.00187149095446039,0.00376411543287327,338953
2017-09-30,"Boise City, ID","ID",81,1240,0.00649350649350649,0.0222588623248145,0.0598290598290598,207356
2017-09-30,"Toledo, OH","OH",82,999,0.00503018108651911,0.0235655737704918,0.0515789473684211,213729
2017-09-30,"Madison, WI","WI",83,1465,-0.00677966101694915,-0.0187541862022773,0.00825877494838266,219403
2017-09-30,"Lakeland, FL","FL",84,1215,0.00164880461665293,0.0116569525395504,0.0420240137221269,190385
2017-09-30,"Ogden, UT","UT",85,1410,0.00786275911365261,0.0195227765726681,0.0307017543859649,184518
2017-09-30,"Daytona Beach, FL","FL",86,1337,0.00224887556221889,0.0144157814871017,0.0356312935708753,252335
2017-09-30,"Des Moines, IA","IA",87,1312,-0.0015220700152207,0.00382555470543229,0.02660406885759,208907
2017-09-30,"Jackson, MS","MS",88,1203,-0.00578512396694215,-0.00248756218905473,-0.00660611065235343,178812
2017-09-30,"Youngstown, OH","OH",89,789,0.02734375,0.0246753246753247,0.00254129606099111,209491
2017-09-30,"Augusta, GA","GA",90,920,0.00217864923747277,0.0121012101210121,0.0267857142857143,230458
2017-09-30,"Scranton, PA","PA",91,1012,0.0211907164480323,0.0652631578947368,0.0630252100840336,203361
2017-09-30,"Harrisburg, PA","PA",92,1239,-0.000806451612903226,-0.00561797752808989,-0.00241545893719807,183152
2017-09-30,"Melbourne, FL","FL",93,1370,0.00735294117647059,0.0133136094674556,0.0603715170278638,237609
2017-09-30,"Chattanooga, TN","TN",94,1165,0.00865800865800866,0.0165794066317627,0.0328014184397163,199883
2017-09-30,"Spokane, WA","WA",95,1289,0.00546021840873635,0.0133647798742138,0.0670529801324503,176621
2017-09-30,"Provo, UT","UT",96,1475,0.00613915416098227,0.0151410874053682,0.0649819494584837,146682
2017-09-30,"Lancaster, PA","PA",97,1178,-0.00338409475465313,-0.0075821398483572,0.0076988879384089,150896
2017-09-30,"Modesto, CA","CA",98,1422,0.00994318181818182,0.025974025974026,0.0643712574850299,131990
2017-09-30,"Portland, ME","ME",99,1753,-0.00679886685552408,0.00400916380297824,0.0901741293532338,229220
2017-09-30,"Durham, NC","NC",100,1386,0.00216919739696312,0.00434782608695652,0.0297176820208024,160359
2017-09-30,"Santa Rosa, CA","CA",101,2646,0.00455580865603645,0.0204396451986116,0.0512514898688915,144740
2017-09-30,"Lexington, KY","KY",102,1165,-0.00851063829787234,-0.0143824027072758,-0.000857632933104631,168406
2017-09-30,"Lafayette, LA","LA",103,1179,0.000848896434634975,-0.0067396798652064,-0.0343980343980344,135844
2017-09-30,"Lansing, MI","MI",104,1158,0.00346620450606586,0.00959023539668701,0.0348525469168901,144290
2017-09-30,"Fayetteville, AR","AR",105,1164,0,-0.00171526586620926,0.0112945264986968,149144
2017-09-30,"Pensacola, FL","FL",106,1125,-0.00088809946714032,0.0107816711590297,0.00987432675044883,168632
2017-09-30,"Visalia, CA","CA",107,1185,0.000844594594594595,0.00169061707523246,0.036745406824147,112416
2017-09-30,"Shreveport, LA","LA",108,1010,0.00497512437810945,0.0150753768844221,-0.0417457305502846,145881
2017-09-30,"Springfield, MO","MO",109,818,-0.0024390243902439,-0.0108827085852479,-0.00848484848484849,125784
2017-09-30,"York, PA","PA",110,1266,0.00237529691211401,0.0071599045346062,0.0160513643659711,145942
2017-09-30,"Corpus Christi, TX","TX",111,1343,0.000745156482861401,0.00223880597014925,-0.0175566934893928,141675
2017-09-30,"Reno, NV","NV",112,1614,0.00749063670411985,0.0247619047619048,0.0674603174603175,140142
2017-09-30,"Asheville, NC","NC",113,1345,0.00148920327624721,0.00749063670411985,0.0143288084464555,160762
2017-09-30,"Port St. Lucie, FL","FL",114,1517,0.006635700066357,0.0326752893124575,0.0527411519777932,196539
2017-09-30,"Huntsville, AL","AL",115,1049,-0.000952380952380952,-0.012241054613936,-0.0232774674115456,133685
2017-09-30,"Fort Wayne, IN","IN",116,1080,0.00746268656716418,0.026615969581749,0.0414657666345227,142202
2017-09-30,"Salinas, CA","CA",117,2415,0.00541215653621982,0.013003355704698,0.0396039603960396,88719
2017-09-30,"Vallejo, CA","CA",118,2057,0.00537634408602151,0.0173095944609298,0.0658031088082902,124549
2017-09-30,"Mobile, AL","AL",119,947,0,0.00211640211640212,0.0418041804180418,139685
2017-09-30,"Reading, PA","PA",120,1241,0.0040453074433657,-0.00160901045856798,-0.0119426751592357,115339
2017-09-30,"Brownsville, TX","TX",121,926,0.00652173913043478,0.0164654226125137,-0.00962566844919786,129213
2017-09-30,"Killeen, TX","TX",122,1020,0.00790513833992095,0.0230692076228686,0.033434650455927,126516
2017-09-30,"Canton, OH","OH",123,942,0.00426439232409382,0.0150862068965517,0,143575
2017-09-30,"Beaumont, TX","TX",124,1168,-0.000855431993156544,0.00602928509905254,0.0484739676840215,131517
2017-09-30,"Manchester, NH","NH",125,1803,-0.00276548672566372,-0.00441744892324683,0.0434027777777778,150612
2017-09-30,"Salem, OR","OR",126,1522,0.00727994705493051,0.0194239785666443,0.0680701754385965,104443
2017-09-30,"Anchorage, AK","AK",127,1798,-0.00166574125485841,-0.00277315585135885,-0.0395299145299145,107983
2017-09-30,"Davenport, IL","IL",128,1026,-0.00291545189504373,0.00588235294117647,-0.0191204588910134,140991
2017-09-30,"Myrtle Beach, SC","SC",129,1257,0.0056,0.0145278450363196,0.0510033444816054,245917
2017-09-30,"Montgomery, AL","AL",130,921,-0.00216684723726977,0.00108695652173913,0.0233333333333333,147717
2017-09-30,"Salisbury, MD","MD",131,1302,-0.0136363636363636,-0.0128885519332828,0.00153846153846154,199725
2017-09-30,"Gulfport, MS","MS",132,993,0,0.00506072874493927,-0.00600600600600601,121814
2017-09-30,"Tallahassee, FL","FL",133,1181,0.0094017094017094,0.0251736111111111,0.0111301369863014,103203
2017-09-30,"Trenton, NJ","NJ",134,1884,0.0107296137339056,0.0200324851109908,0.0239130434782609,114799
2017-09-30,"Fayetteville, NC","NC",135,885,0.00226500566251416,0.00454029511918275,0,67799
2017-09-30,"Hickory, NC","NC",136,933,0.00214822771213749,0.00430570505920344,0.0141304347826087,166256
2017-09-30,"Huntington, WV","WV",137,890,-0.00669642857142857,-0.00780379041248606,-0.0133037694013304,118204
2017-09-30,"Eugene, OR","OR",138,1380,0.00656455142231947,0.0169491525423729,0.0789679437060203,94882
2017-09-30,"Rockford, IL","IL",139,1107,0.00453720508166969,0.00453720508166969,0.0155963302752294,114654
2017-09-30,"Savannah, GA","GA",140,1256,0.00721732157177225,0.01535974130962,0.0161812297734628,126596
2017-09-30,"Ann Arbor, MI","MI",141,1735,-0.00573065902578797,-0.0181097906055461,0.0370591751344889,113638
2017-09-30,"Ocala, FL","FL",142,1106,0.000904977375565611,0.0118938700823422,0.0685990338164251,121252
2017-09-30,"Kalamazoo, MI","MI",143,1164,-0.0102040816326531,-0.0185497470489039,0.0337477797513321,121129
2017-09-30,"South Bend, IN","IN",144,976,0.0187891440501044,0.064340239912759,0.082039911308204,127526
2017-09-30,"Spartanburg, SC","SC",145,1140,0.00884955752212389,0.0354223433242507,0.0836501901140684,103639
2017-09-30,"Evansville, IN","IN",146,986,-0.014,-0.0304818092428712,0.0164948453608247,115901
2017-09-30,"Kingsport, TN","TN",147,1016,0.00296150049358342,0.032520325203252,0.116483516483516,113031
2017-09-30,"Roanoke, VA","VA",148,1136,-0.000879507475813544,-0.000879507475813544,0.0088809946714032,130144
2017-09-30,"Green Bay, WI","WI",149,1126,0.00986547085201794,0.0208522212148685,0.0734032411820782,107645
2017-09-30,"Lincoln, NE","NE",150,1286,0.00547302580140735,0.0230708035003978,0.0174050632911392,93628
2017-09-30,"Fort Collins, CO","CO",151,1712,-0.00174927113702624,-0.00349243306169965,-0.0052295177222545,116252
2017-09-30,"Columbus, GA","GA",152,888,0.00225733634311512,0.00566251415628539,0.00225733634311512,91865
2017-09-30,"Boulder, CO","CO",153,2191,-0.000911992704058368,0,-0.0364995602462621,106900
2017-09-30,"Lubbock, TX","TX",154,1152,0.000868809730668983,0.00523560209424084,-0.00775193798449612,87320
2017-09-30,"Erie, PA","PA",155,1016,-0.00392156862745098,0.0346232179226069,0.0252270433905146,83063
2017-09-30,"Fort Smith, AR","AR",156,859,0.00703399765533412,0.0129716981132075,-0.00463499420625724,78802
2017-09-30,"Duluth, MN","MN",157,1154,0.00522648083623693,0.0294380017841213,0.0239574090505768,117316
2017-09-30,"Atlantic City, NJ","NJ",158,1518,-0.00328299409061064,0.00330469266358229,0.024983119513842,112858
2017-09-30,"New London, CT","CT",159,1509,0.0066711140760507,0.00868983957219251,-0.00264375413086583,94250
2017-09-30,"San Luis Obispo, CA","CA",160,2371,0.00296108291032149,0.00979557069846678,0.0233059991368148,87790
2017-09-30,"Gainesville, FL","FL",161,1262,-0.000791765637371338,0.00718276137270551,0.0473029045643154,74469
2017-09-30,"Santa Cruz, CA","CA",162,3025,0.00665557404326123,0.0205802968960864,0.0380919698009609,64124
2017-09-30,"Clarksville, TN","TN",163,991,0.0050709939148073,0.0143295803480041,0.025879917184265,91943
2017-09-30,"Cedar Rapids, IA","IA",164,1078,0,-0.0128205128205128,0.00185873605947955,105931
2017-09-30,"Merced, CA","CA",165,1247,0.00402576489533011,0.0212940212940213,0.0890829694323144,60843
2017-09-30,"Wilmington, NC","NC",166,1351,0.0037147102526003,0.019622641509434,0.0579483163664839,116808
2017-09-30,"Kennewick, WA","WA",167,1438,0.00278940027894003,0.0141043723554302,0.0496350364963504,76865
2017-09-30,"Greeley, CO","CO",168,1593,0.00568181818181818,0.0172413793103448,0.0172413793103448,92809
2017-09-30,"Waco, TX","TX",169,1146,0.00350262697022767,0.00526315789473684,-0.0146173688736028,74568
2017-09-30,"Lynchburg, VA","VA",170,1110,0.002710027100271,0.018348623853211,0.0249307479224377,82901
2017-09-30,"Amarillo, TX","TX",171,1186,-0.00419815281276238,-0.0008424599831508,-0.00336134453781513,79553
2017-09-30,"Binghamton, NY","NY",172,1145,0.00615114235500879,-0.0171673819742489,0.0132743362831858,73137
2017-09-30,"Hagerstown, MD","MD",173,1180,-0.00169204737732657,-0.00673400673400673,-0.00337837837837838,89285
2017-09-30,"Bremerton, WA","WA",174,1695,0.00653206650831354,0.0247883917775091,0.0700757575757576,85563
2017-09-30,"Laredo, TX","TX",175,1141,-0.011265164644714,-0.0155306298533218,0.0316455696202532,57225
2017-09-30,"Yakima, WA","WA",176,1159,-0.00343938091143594,-0.000862068965517241,0.0594149908592322,66370
2017-09-30,"Crestview-Fort Walton Beach-Destin, FL","FL",177,1486,0.00677506775067751,0.0185058259081563,0.0457424349049965,126955
2017-09-30,"Topeka, KS","KS",178,946,0.0117647058823529,0.0316248636859324,0.0182992465016146,80278
2017-09-30,"Macon, GA","GA",179,988,0.0040650406504065,0.00816326530612245,0.0280957336108221,61799
2017-09-30,"Champaign-Urbana, IL","IL",180,1142,0,-0.00174825174825175,0.0232974910394265,72344
2017-09-30,"Tuscaloosa, AL","AL",181,1155,-0.00431034482758621,-0.0077319587628866,0.0185185185185185,102096
2017-09-30,"College Station, TX","TX",182,1426,-0.00972222222222222,-0.0266211604095563,-0.0199312714776632,56965
2017-09-30,"Sioux Falls, SD","SD",183,1203,-0.000830564784053156,0.0203562340966921,0.0370689655172414,62163
2017-09-30,"Charleston, WV","WV",184,857,-0.0272417707150965,-0.0715059588299025,0,111470
2017-09-30,"Chico, CA","CA",185,1356,-0.00659340659340659,-0.0188133140376266,0.00892857142857143,61206
2017-09-30,"Charlottesville, VA","VA",186,1441,0.00138985406532314,0.00910364145658263,0.0155038759689922,80797
2017-09-30,"Claremont, NH","NH",187,1469,0.00136332651670075,0.00478796169630643,0.0440653873489694,102171
2017-09-30,"Cape Cod, MA","MA",188,1909,0,-0.00831168831168831,-0.00209095661265029,151667
2017-09-30,"Longview, TX","TX",189,1179,0.00169923534409516,-0.00169348010160881,-0.0312243221035333,54803
2017-09-30,"Burlington, VT","VT",190,1813,0.00276548672566372,0.0145495243424734,-0.0284030010718114,83351
2017-09-30,"Prescott, AZ","AZ",191,1452,0.00484429065743945,0.00693481276005548,0.0498915401301518,80064
2017-09-30,"Tyler, TX","TX",192,1208,0.00499168053244592,0.0108786610878661,-0.0146818923327896,61047
2017-09-30,"Las Cruces, NM","NM",193,997,0,-0.002002002002002,0.0450733752620545,55545
2017-09-30,"Fargo, ND","ND",194,1354,0.00594353640416048,0.0203466465712133,0.0157539384846212,54461
2017-09-30,"Houma, LA","LA",195,1133,-0.00439367311072056,-0.00614035087719298,0.00354295837023915,57425
2017-09-30,"Rochester, MN","MN",196,1349,-0.0022189349112426,-0.00589535740604274,0.00671641791044776,80016
2017-09-30,"Florence, SC","SC",197,1021,0.00492125984251968,0.0159203980099502,0.0354969574036511,75015
2017-09-30,"Medford, OR","OR",198,1529,0.00924092409240924,0.0338066260987153,0.0836286321757619,51425
2017-09-30,"Lafayette-West Lafayette, IN","IN",199,1123,0.00267857142857143,0.0135379061371841,0.085024154589372,57461
2017-09-30,"Bellingham, WA","WA",200,1651,0.00978593272171254,0.0436156763590392,0.134707903780069,72149
2017-09-30,"Lake Havasu City, AZ","AZ",201,1151,0,0.0194862710363153,0.0920303605313093,73887
2017-09-30,"Johnson City, TN","TN",202,969,0.0167890870933893,0.0341515474919957,0.0308510638297872,87516
2017-09-30,"Elkhart, IN","IN",203,1175,-0.00339270568278202,0.0307017543859649,0.163366336633663,56461
2017-09-30,"Yuma, AZ","AZ",204,897,-0.00111358574610245,-0.00443951165371809,0.0135593220338983,44434
2017-09-30,"Racine, WI","WI",205,1194,-0.00995024875621891,-0.0221130221130221,0.00336134453781513,63480
2017-09-30,"Athens, GA","GA",206,1181,0.00682011935208866,0.0146048109965636,0.0341506129597198,58481
2017-09-30,"Torrington, CT","CT",207,1498,-0.00133333333333333,0.00807537012113055,0.00267737617135207,73564
2017-09-30,"St. Cloud, MN","MN",208,1253,0.00320256204963971,0.0145748987854251,-0.00948616600790514,61944
2017-09-30,"Hilton Head Island, SC","SC",209,1736,-0.008,-0.0192090395480226,0.034564958283671,92878
2017-09-30,"Hilo, HI","HI",210,1656,0.00852618757612668,0.0234857849196539,0.0901909150757077,68071
2017-09-30,"Panama City, FL","FL",211,1263,-0.00551181102362205,-0.00158102766798419,-0.0148205928237129,87114
2017-09-30,"Kingston, NY","NY",212,1661,0.000602409638554217,0.00362537764350453,0.0539340101522843,58168
2017-09-30,"Daphne, AL","AL",213,1400,0.00214745884037223,0.003584229390681,0.0167029774872912,90463
2017-09-30,"Gainesville, GA","GA",214,1327,-0.00225563909774436,0.00606520090978014,0.0736245954692557,54401
2017-09-30,"Warner Robins, GA","GA",215,979,0.00720164609053498,0.0155601659751037,0.00616649537512847,58516
2017-09-30,"Blacksburg, VA","VA",216,1165,0.00344530577088717,0.0139251523063534,-0.00512382578992314,51355
2017-09-30,"Jacksonville, NC","NC",217,871,0.00230149597238205,0.00114942528735632,-0.0180383314543405,62730
2017-09-30,"Redding, CA","CA",218,1285,0.00234009360374415,0.00942655145326002,0.0271782573940847,50960
2017-09-30,"Joplin, MO","MO",219,812,0.00744416873449132,0.0291508238276299,0.0330788804071247,38959
2017-09-30,"El Centro, CA","CA",220,1079,-0.00735970561177553,-0.0391807658058771,-0.0146118721461187,35220
2017-09-30,"Terre Haute, IN","IN",221,798,0.00377358490566038,0,0.0711409395973154,60018
2017-09-30,"Sioux City, IA","IA",222,1045,-0.000956022944550669,0.00577478344562079,0.0155490767735666,54303
2017-09-30,"Greenville, NC","NC",223,972,-0.00917431192660551,-0.028971028971029,-0.0181818181818182,55463
2017-09-30,"Waterloo, IA","IA",224,1017,0,-0.00586510263929619,-0.0202312138728324,66304
2017-09-30,"Oshkosh, WI","WI",225,1112,0.0220588235294118,0.0712909441233141,0.200863930885529,34990
2017-09-30,"Yuba City, CA","CA",226,1380,0.0087719298245614,0.0154525386313466,0.0321615557217651,42987
2017-09-30,"Abilene, TX","TX",227,1043,-0.00286806883365201,0.00192122958693564,0.0155793573515093,50264
2017-09-30,"Columbia, MO","MO",228,1114,0.00179856115107914,-0.00624442462087422,0.0099728014505893,48250
2017-09-30,"Dover, DE","DE",229,1255,0.00159616919393456,0.0023961661341853,-0.0156862745098039,48954
2017-09-30,"Eau Claire, WI","WI",230,1142,0.00439753737906772,-0.00868055555555556,0.017825311942959,50246
2017-09-30,"Jackson, MI","MI",231,908,0.00665188470066519,0.00110253583241455,0.0619883040935673,62131
2017-09-30,"Punta Gorda, FL","FL",232,1647,-0.00603500301750151,-0.02602010644589,-0.000606796116504854,91308
2017-09-30,"Bloomington, IN","IN",233,1200,0,0,0.0143702451394759,55794
2017-09-30,"Pueblo, CO","CO",234,1140,0.0115350488021295,0.0251798561151079,0.0785241248817408,56758
2017-09-30,"Billings, MT","MT",235,1290,-0.0053970701619121,-0.0069284064665127,0.0229976209357653,54324
2017-09-30,"Bowling Green, KY","KY",236,1086,0.00835654596100279,0.0216368767638758,0.0121155638397018,40360
2017-09-30,"Bend, OR","OR",237,1684,0.0005941770647653,0.00238095238095238,0.0401482396541075,64869
2017-09-30,"Albany, GA","GA",238,920,-0.00968783638320775,-0.001085776330076,0.0442678774120318,38484
2017-09-30,"Vineland, NJ","NJ",239,1246,-0.00240192153722978,-0.000801924619085806,0.0154849225753871,44024
2017-09-30,"Ottawa, IL","IL",240,1070,0.00848256361922714,0.0388349514563107,-0.0630472854640981,58012
2017-09-30,"State College, PA","PA",241,1417,-0.00491573033707865,0.00283085633404105,-0.0380176510522743,31610
2017-09-30,"Alexandria, LA","LA",242,1079,0.0112464854732896,0.0315487571701721,-0.000925925925925926,37489
2017-09-30,"Decatur, AL","AL",243,832,0,0.00361881785283474,-0.016548463356974,56525
2017-09-30,"Hanford, CA","CA",244,1148,-0.00260642919200695,-0.00260642919200695,-0.00863557858376511,28691
2017-09-30,"Iowa City, IA","IA",245,1361,-0.00656934306569343,-0.0271622587562545,-0.0428973277074543,53681
2017-09-30,"Monroe, MI","MI",246,1044,-0.0160226201696513,-0.043956043956044,-0.0141643059490085,55390
2017-09-30,"Wichita Falls, TX","TX",247,894,0.00336700336700337,0.0136054421768707,0.0090293453724605,45135
2017-09-30,"Burlington, NC","NC",248,965,0.00520833333333333,0.0320855614973262,0.0376344086021505,50348
2017-09-30,"Madera, CA","CA",249,1207,0.0016597510373444,0.0100418410041841,0.0125838926174497,38149
2017-09-30,"Jefferson City, MO","MO",250,936,0.00645161290322581,0.0240700218818381,0.0588235294117647,41743
2017-09-30,"Chambersburg, PA","PA",251,1124,0.0135256988277728,0.0236794171220401,-0.0327022375215146,43941
2017-09-30,"Texarkana, TX","TX",252,913,-0.00652883569096844,0,0.00109649122807018,37527
